customer_id;age;gender;job;marital;education;housing;loan;month;deposit;duration;poutcome;y
000448;40;M;services;married;basic.6y;no;no;november; $5 000,00 ;199;success;yes
000449;54;M;technician;married;professional.course;yes;yes;november; $8 000,00 ;196;success;yes
000450;40;M;broker;single;professional.course;no;no;november; $700,00 ;111;success;yes
000451;26;F;admin.;single;university.degree;yes;no;november; $5 200,00 ;231;success;yes
000452;33;F;admin.;married;high.school;no;no;november; $9 890,00 ;316;success;yes
000453;35;F;blue-collar;married;basic.9y;no;no;november; $10 000,00 ;240;nonexistent;yes
000454;36;M;admin.;married;high.school;no;no;november; $12 800,00 ;669;nonexistent;yes
000455;29;F;services;single;high.school;yes;no;november; $1 700,00 ;425;nonexistent;yes
000456;36;F;blue-collar;married;basic.9y;yes;no;november; $1 200,00 ;121;nonexistent;yes
000457;35;M;management;married;high.school;yes;no;november; $1 600,00 ;174;nonexistent;yes
000458;50;M;self-employed;single;university.degree;no;yes;november; $1 780,00 ;88;nonexistent;yes
000459;46;M;services;married;high.school;yes;no;november; $5 200,00 ;313;nonexistent;yes
000460;49;M;entrepreneur;married;high.school;yes;no;november; $6 200,00 ;135;nonexistent;yes
000461;42;M;technician;single;professional.course;yes;no;november; $7 600,00 ;152;nonexistent;yes
000462;36;F;blue-collar;single;high.school;yes;yes;november; $1 200,00 ;402;nonexistent;yes
000463;55;F;blue-collar;married;basic.9y;yes;no;november; $990,00 ;221;nonexistent;yes
000464;41;F;management;married;university.degree;no;no;november; $1 320,00 ;213;nonexistent;yes
000465;57;F;management;married;professional.course;yes;no;november; $2 800,00 ;144;nonexistent;yes
000466;32;M;services;single;high.school;yes;no;november; $4 750,00 ;158;nonexistent;yes
000467;49;F;admin.;married;basic.9y;no;no;november; $1 200,00 ;220;nonexistent;yes
000468;57;F;unknown;married;unknown;yes;no;november; $1 600,00 ;325;nonexistent;yes
000469;58;F;blue-collar;divorced;basic.4y;yes;no;november; $1 790,00 ;254;nonexistent;yes
000470;52;F;technician;married;high.school;yes;no;november; $5 200,00 ;503;nonexistent;yes
000471;50;F;services;divorced;professional.course;no;no;november; $6 200,00 ;680;nonexistent;yes
000472;41;M;blue-collar;single;basic.9y;yes;no;november; $7 600,00 ;421;success;yes
000473;33;F;entrepreneur;married;university.degree;yes;no;november; $7 200,00 ;130;success;yes
000474;57;F;blue-collar;married;basic.4y;no;no;november; $890,00 ;164;success;yes
000475;48;F;blue-collar;married;basic.6y;no;no;november; $1 300,00 ;174;success;yes
000476;55;M;technician;married;professional.course;no;no;november; $800,00 ;113;success;yes
000477;38;M;management;married;university.degree;no;no;november; $1 700,00 ;195;success;yes
000478;38;M;services;married;high.school;yes;no;november; $1 200,00 ;347;success;yes
000479;53;M;admin.;married;university.degree;yes;no;november; $3 600,00 ;208;success;yes
000480;43;F;unemployed;single;university.degree;no;no;november; $1 780,00 ;404;success;yes
000481;36;F;blue-collar;single;high.school;no;no;november; $45 200,00 ;396;success;yes
000482;32;F;blue-collar;married;basic.9y;no;no;november; $58 200,00 ;98;success;yes
000483;33;M;services;married;basic.4y;no;no;november; $7 600,00 ;229;nonexistent;yes
000484;58;F;entrepreneur;married;basic.4y;yes;no;november; $11 990,00 ;350;nonexistent;yes
000485;40;F;unemployed;divorced;high.school;no;no;november; $11 320,00 ;88;nonexistent;yes
000486;57;M;management;married;university.degree;yes;no;november; $2 900,00 ;379;nonexistent;yes
000487;45;M;technician;married;high.school;yes;no;november; $14 750,00 ;168;nonexistent;yes
000488;42;M;blue-collar;married;basic.4y;yes;no;november; $1 200,00 ;190;nonexistent;yes
000489;46;M;admin.;married;university.degree;yes;no;november; $1 500,00 ;158;nonexistent;yes
000490;36;M;technician;married;university.degree;no;no;november; $2 750,00 ;210;nonexistent;yes
000491;41;F;self-employed;married;high.school;yes;no;november; $12 200,00 ;102;nonexistent;yes
000492;57;F;admin.;divorced;basic.9y;no;no;november; $16 200,00 ;306;nonexistent;yes
000493;49;F;blue-collar;married;basic.9y;yes;no;november; $17 600,00 ;64;nonexistent;yes
000494;56;F;management;divorced;high.school;no;no;november; $1 200,00 ;218;success;yes
000495;37;M;blue-collar;married;basic.9y;no;no;november; $1 890,00 ;77;success;yes
000496;37;F;blue-collar;married;basic.9y;no;yes;november; $15 300,00 ;54;success;yes
000497;46;F;admin.;single;high.school;yes;no;november; $18 800,00 ;344;success;yes
000498;22;F;blue-collar;single;basic.9y;yes;no;november; $25 000,00 ;195;nonexistent;yes
000499;43;F;services;married;high.school;no;no;november; $8 200,00 ;202;nonexistent;yes
000500;49;F;blue-collar;married;unknown;no;no;november; $23 600,00 ;286;nonexistent;yes
000501;41;M;technician;married;basic.6y;yes;no;november; $1 780,00 ;278;nonexistent;yes
000502;38;F;admin.;single;university.degree;no;no;november; $15 000,00 ;189;nonexistent;yes
000503;33;F;admin.;married;basic.9y;no;no;november; $28 000,00 ;83;failure;yes
000504;49;F;admin.;married;university.degree;yes;yes;november; $1 700,00 ;18;failure;yes
000505;30;F;blue-collar;single;unknown;no;no;november; $7 600,00 ;184;failure;yes
000506;33;M;admin.;married;basic.9y;yes;no;november; $1 200,00 ;235;failure;yes
000507;34;M;management;single;university.degree;no;no;november; $890,00 ;290;failure;yes
000508;30;F;student;single;unknown;no;no;november; $1 300,00 ;133;failure;yes
000509;59;M;management;married;basic.4y;yes;yes;november; $4 800,00 ;318;nonexistent;yes
000510;59;F;management;married;basic.4y;unknown;unknown;november; $80 000,00 ;437;nonexistent;yes
000511;41;M;self-employed;married;university.degree;no;no;november; $200,00 ;402;nonexistent;yes
000512;48;M;broker;married;basic.6y;yes;yes;november; $3 600,00 ;501;nonexistent;yes
000513;28;M;unknown;single;unknown;yes;yes;november; $1 780,00 ;1201;nonexistent;yes
000514;44;F;services;married;high.school;yes;no;november; $5 000,00 ;1030;nonexistent;yes
000515;59;F;retired;unknown;university.degree;no;no;november; $8 000,00 ;253;nonexistent;yes
000516;50;M;management;married;high.school;no;no;november; $700,00 ;149;nonexistent;yes
000517;35;F;admin.;married;university.degree;no;no;november; $5 200,00 ;144;nonexistent;yes
000518;42;M;admin.;married;high.school;no;no;november; $9 890,00 ;69;nonexistent;yes
000519;45;F;admin.;married;basic.9y;no;no;november; $10 000,00 ;243;nonexistent;yes
000520;36;M;technician;married;professional.course;no;no;november; $12 800,00 ;769;nonexistent;yes
000521;56;M;services;married;high.school;no;no;november; $1 700,00 ;135;nonexistent;yes
000522;29;M;blue-collar;divorced;basic.4y;no;no;november; $1 200,00 ;231;nonexistent;yes
000523;41;F;self-employed;married;university.degree;yes;yes;november; $1 600,00 ;442;nonexistent;yes
000524;42;F;blue-collar;married;basic.9y;no;no;november; $1 780,00 ;199;nonexistent;yes
000525;52;M;services;single;high.school;no;no;november; $500,00 ;455;nonexistent;yes
000526;48;M;services;married;high.school;unknown;unknown;november; $6 200,00 ;152;nonexistent;yes
000527;31;M;blue-collar;married;high.school;yes;no;november; $7 600,00 ;124;success;yes
000528;43;M;unemployed;married;university.degree;yes;no;november; $100,00 ;424;success;yes
000529;36;M;blue-collar;married;basic.4y;no;no;november; $990,00 ;43;success;yes
000530;42;F;entrepreneur;married;university.degree;yes;no;november; $1 320,00 ;154;success;yes
000531;52;F;services;divorced;basic.6y;no;no;november; $2 800,00 ;393;success;yes
000532;39;M;admin.;married;high.school;yes;no;november; $4 750,00 ;203;success;yes
000533;36;M;services;married;high.school;no;yes;november; $1 200,00 ;140;success;yes
000534;42;M;blue-collar;married;basic.9y;yes;no;november; $1 600,00 ;326;success;yes
000535;41;M;admin.;married;high.school;no;no;november; $1 790,00 ;483;success;yes
000536;55;F;technician;married;basic.4y;no;yes;november; $5 200,00 ;259;success;yes
000537;30;M;blue-collar;married;basic.9y;no;no;november; $6 200,00 ;227;success;yes
000538;57;M;retired;unknown;basic.4y;no;no;november; $7 600,00 ;673;success;yes
000539;45;F;entrepreneur;married;basic.4y;yes;no;november; $50,00 ;576;success;yes
000540;51;M;blue-collar;married;basic.4y;yes;yes;november; $890,00 ;180;success;yes
000541;39;F;self-employed;single;basic.9y;yes;yes;november; $1 300,00 ;90;nonexistent;yes
000542;47;M;admin.;married;high.school;no;no;november; $800,00 ;505;nonexistent;yes
000543;27;M;services;married;high.school;yes;no;november; $1 700,00 ;245;nonexistent;yes
000544;34;M;technician;single;university.degree;yes;no;november; $1 200,00 ;186;success;yes
000545;57;F;blue-collar;married;basic.4y;yes;no;november; $3 600,00 ;208;success;yes
000546;43;F;entrepreneur;married;basic.4y;no;no;november; $1 780,00 ;623;success;yes
000547;49;M;blue-collar;married;basic.4y;no;no;november; $45 200,00 ;180;nonexistent;yes
000548;39;F;management;married;university.degree;no;no;november; $58 200,00 ;496;nonexistent;yes
000549;38;M;blue-collar;married;basic.4y;yes;no;november; $7 600,00 ;118;nonexistent;yes
000550;49;F;blue-collar;married;basic.9y;no;no;november; $11 990,00 ;102;nonexistent;yes
000551;58;M;management;married;basic.6y;no;no;november; $11 320,00 ;342;failure;yes
000552;43;M;technician;married;professional.course;yes;no;november; $2 900,00 ;225;failure;yes
000553;50;M;unknown;married;unknown;yes;no;november; $14 750,00 ;185;failure;yes
000554;31;F;services;married;high.school;no;no;november; $1 200,00 ;276;failure;yes
000555;43;F;self-employed;divorced;university.degree;no;no;november; $11 500,00 ;87;failure;yes
000556;43;M;self-employed;married;basic.9y;no;no;november; $1 790,00 ;744;failure;yes
000557;30;M;self-employed;single;university.degree;yes;no;november; $12 200,00 ;262;failure;yes
000558;27;M;services;single;professional.course;yes;yes;December; $16 200,00 ;271;failure;yes
000559;51;M;services;married;unknown;no;no;December; $17 600,00 ;141;nonexistent;yes
000560;37;M;technician;married;professional.course;yes;no;December; $51 200,00 ;198;nonexistent;yes
000561;46;F;broker;married;basic.9y;yes;no;December; $1 890,00 ;150;nonexistent;yes
000562;35;F;blue-collar;married;professional.course;no;no;December; $14 300,00 ;241;nonexistent;yes
000563;47;M;admin.;divorced;university.degree;no;no;December; $18 800,00 ;196;nonexistent;yes
000564;46;F;management;married;unknown;yes;no;December; $35 000,00 ;149;nonexistent;yes
000565;40;M;technician;married;professional.course;no;yes;December; $200,00 ;264;nonexistent;yes
000566;26;F;broker;married;university.degree;no;no;December; $23 600,00 ;246;nonexistent;yes
000567;32;M;blue-collar;divorced;basic.9y;no;no;December; $1 780,00 ;309;failure;yes
000568;45;M;management;married;university.degree;yes;no;December; $500,00 ;140;failure;yes
000569;34;M;admin.;married;basic.9y;no;no;December; $28 000,00 ;175;failure;yes
000570;47;F;blue-collar;married;unknown;no;no;December; $1 700,00 ;136;failure;yes
000571;42;F;technician;married;professional.course;no;no;December; $1 780,00 ;1623;failure;yes
000572;57;M;technician;married;basic.4y;no;yes;December; $5 000,00 ;50;failure;yes
000573;57;M;technician;married;basic.4y;no;no;December; $8 000,00 ;101;nonexistent;yes
000574;38;M;blue-collar;married;basic.4y;no;yes;December; $700,00 ;144;nonexistent;yes
000575;57;M;technician;married;basic.4y;no;no;December; $1 200,00 ;238;nonexistent;yes
000576;28;M;student;single;basic.9y;yes;no;December; $890,00 ;354;nonexistent;yes
000577;60;F;management;married;university.degree;no;no;December; $1 300,00 ;451;success;yes
000578;48;F;admin.;married;university.degree;yes;no;December; $2 800,00 ;159;success;yes
000579;47;F;technician;married;professional.course;yes;no;December; $1 700,00 ;170;success;yes
000580;40;M;admin.;married;high.school;no;no;December; $71 200,00 ;243;success;yes
000581;51;F;management;married;professional.course;yes;no;December; $1 600,00 ;141;success;yes
000582;48;F;unemployed;single;basic.4y;yes;no;December; $11 780,00 ;112;success;yes
000583;54;M;broker;married;basic.4y;no;no;December; $5 200,00 ;262;success;yes
000584;40;M;blue-collar;married;basic.6y;no;yes;December; $6 200,00 ;53;nonexistent;yes
000585;44;M;admin.;single;basic.9y;no;no;December; $7 600,00 ;134;nonexistent;yes
000586;42;M;technician;divorced;high.school;no;no;December; $1 200,00 ;204;nonexistent;yes
000587;52;M;self-employed;married;university.degree;yes;no;December; $990,00 ;678;nonexistent;yes
000588;31;F;blue-collar;single;basic.9y;yes;no;December; $1 320,00 ;182;nonexistent;yes
000589;32;F;services;married;high.school;no;no;December; $2 800,00 ;162;nonexistent;yes
000590;44;F;admin.;married;high.school;yes;yes;December; $4 750,00 ;177;nonexistent;yes
000591;39;F;management;married;basic.6y;no;no;December; $1 200,00 ;27;nonexistent;yes
000592;57;M;management;married;professional.course;yes;no;December; $1 600,00 ;699;failure;yes
000593;52;F;admin.;married;basic.4y;yes;no;December; $1 790,00 ;358;failure;yes
000594;42;F;management;married;university.degree;no;no;December; $5 200,00 ;1677;failure;yes
000595;42;F;technician;single;professional.course;unknown;unknown;December; $6 200,00 ;529;nonexistent;yes
000596;43;F;management;married;professional.course;yes;no;December; $7 600,00 ;310;nonexistent;yes
000597;31;F;admin.;divorced;high.school;no;no;December; $15 200,00 ;47;nonexistent;yes
000598;29;M;admin.;married;university.degree;yes;no;December; $890,00 ;379;nonexistent;yes
000599;57;F;blue-collar;divorced;basic.4y;no;no;December; $1 300,00 ;30;nonexistent;yes
000600;44;F;blue-collar;married;basic.9y;no;no;December; $31 800,00 ;472;success;yes
000601;59;F;unknown;married;unknown;no;no;December; $1 700,00 ;113;success;yes
000602;39;M;blue-collar;married;basic.4y;no;no;December; $1 200,00 ;114;success;yes
000603;57;M;retired;married;university.degree;no;no;December; $3 600,00 ;116;success;yes
000604;41;M;management;married;unknown;no;no;December; $1 780,00 ;448;nonexistent;yes
000605;37;M;technician;single;high.school;no;yes;December; $5 200,00 ;264;nonexistent;yes
000606;38;F;services;married;high.school;yes;no;December; $8 200,00 ;169;nonexistent;yes
000607;42;F;retired;married;basic.4y;no;no;December; $7 600,00 ;145;nonexistent;yes
000608;49;F;unknown;married;unknown;yes;no;December; $990,00 ;288;nonexistent;yes
000609;54;M;management;married;basic.6y;yes;yes;December; $1 320,00 ;381;success;yes
000610;36;F;admin.;married;university.degree;unknown;unknown;December; $2 900,00 ;176;success;yes
000611;32;F;admin.;single;university.degree;no;no;December; $4 750,00 ;215;success;yes
000612;35;M;technician;married;professional.course;yes;no;December; $1 200,00 ;278;success;yes
000613;45;M;broker;married;professional.course;no;no;December; $1 500,00 ;188;nonexistent;yes
000614;56;M;technician;married;unknown;yes;no;December; $790,00 ;174;nonexistent;yes
000615;34;M;technician;married;university.degree;yes;no;December; $5 200,00 ;226;nonexistent;yes
000616;41;M;unemployed;married;basic.9y;no;no;December; $6 200,00 ;111;nonexistent;yes
000617;41;F;services;married;basic.9y;no;no;December; $7 600,00 ;157;nonexistent;yes
000618;36;F;blue-collar;married;basic.9y;no;no;December; $32 200,00 ;46;nonexistent;yes
000619;32;F;admin.;single;university.degree;unknown;unknown;December; $890,00 ;49;nonexistent;yes
000620;31;F;services;married;high.school;unknown;unknown;December; $1 300,00 ;374;failure;yes
000621;38;M;technician;married;professional.course;yes;no;December; $800,00 ;349;failure;yes
000622;35;F;admin.;divorced;university.degree;yes;no;December; $80 000,00 ;325;failure;yes
000623;53;F;admin.;married;professional.course;yes;no;December; $200,00 ;233;failure;yes
000624;51;F;admin.;married;basic.6y;yes;no;December; $3 600,00 ;531;failure;yes
000625;56;F;entrepreneur;married;university.degree;no;no;December; $1 780,00 ;153;nonexistent;yes
000626;33;M;admin.;married;basic.9y;unknown;unknown;December; $5 000,00 ;80;nonexistent;yes
000627;33;F;admin.;married;basic.9y;no;no;December; $8 000,00 ;198;nonexistent;yes
000628;51;M;services;divorced;high.school;yes;no;December; $700,00 ;568;nonexistent;yes
000629;39;F;services;married;high.school;yes;no;December; $5 200,00 ;918;nonexistent;yes
000630;45;M;entrepreneur;married;university.degree;no;no;December; $9 890,00 ;82;success;yes
000631;40;M;technician;single;university.degree;no;no;December; $10 000,00 ;198;success;yes
000632;60;M;unknown;single;unknown;yes;no;December; $12 800,00 ;211;success;yes
000633;33;F;technician;married;university.degree;yes;no;December; $1 700,00 ;120;success;yes
000634;47;F;blue-collar;married;high.school;yes;no;December; $1 200,00 ;269;success;yes
000635;48;M;blue-collar;married;basic.4y;no;no;December; $1 600,00 ;128;success;yes
000636;43;M;entrepreneur;married;high.school;no;no;December; $1 780,00 ;166;success;yes
000637;37;F;management;married;university.degree;yes;no;December; $5 200,00 ;211;success;yes
000638;50;F;services;married;basic.9y;yes;yes;December; $6 200,00 ;369;success;yes
000639;59;F;entrepreneur;married;high.school;yes;no;December; $7 600,00 ;91;nonexistent;yes
000640;32;M;technician;married;unknown;yes;no;December; $1 200,00 ;267;nonexistent;yes
000641;42;F;broker;single;basic.4y;yes;no;December; $9 990,00 ;198;nonexistent;yes
000642;52;F;blue-collar;married;basic.4y;no;no;December; $1 320,00 ;371;nonexistent;yes
000643;42;F;blue-collar;married;unknown;no;no;December; $2 800,00 ;288;nonexistent;yes
000644;42;F;admin.;married;unknown;no;no;December; $14 750,00 ;221;nonexistent;yes
000645;40;M;management;married;basic.9y;unknown;unknown;December; $1 200,00 ;427;success;yes
000646;38;F;blue-collar;married;basic.9y;no;no;December; $1 600,00 ;310;nonexistent;yes
000647;39;M;blue-collar;married;basic.6y;yes;no;December; $1 750,00 ;158;nonexistent;yes
000648;39;F;blue-collar;married;basic.6y;no;no;December; $5 200,00 ;198;nonexistent;yes
000649;38;M;admin.;married;high.school;no;no;December; $6 200,00 ;145;success;yes
000650;47;M;admin.;single;unknown;yes;no;December; $7 600,00 ;247;nonexistent;yes
000651;30;M;services;single;high.school;no;no;December; $7 200,00 ;102;nonexistent;yes
000652;38;F;admin.;divorced;high.school;yes;yes;December; $7 890,00 ;179;nonexistent;yes
000653;39;F;technician;divorced;university.degree;no;no;December; $1 300,00 ;73;nonexistent;yes
000654;44;M;admin.;married;high.school;no;no;December; $2 800,00 ;263;nonexistent;yes
000655;36;M;admin.;married;high.school;no;no;December; $1 700,00 ;342;success;yes
000656;41;M;services;married;high.school;yes;yes;December; $41 200,00 ;41;nonexistent;yes
000657;41;F;blue-collar;married;basic.6y;no;no;December; $3 600,00 ;13;nonexistent;yes
000658;35;M;blue-collar;married;basic.9y;no;no;December; $1 780,00 ;79;success;yes
000659;41;F;technician;married;high.school;no;no;December; $45 200,00 ;358;nonexistent;yes
000660;36;M;services;married;high.school;no;no;December; $58 200,00 ;162;nonexistent;yes
000661;35;M;admin.;single;high.school;yes;yes;December; $17 600,00 ;150;nonexistent;yes
000662;33;M;blue-collar;single;basic.4y;no;no;December; $11 990,00 ;26;nonexistent;yes
000663;38;Female;admin.;single;basic.6y;no;no;December; $11 320,00 ;250;nonexistent;yes
